,Instrument,Company Name,TRBC Business Sector Name,Company Market Cap,Credit Combined PD (%),Return On Assets - Actual,Total Debt to Common Equity,Price Momentum T12M Volatility
2046,TCBI.OQ,Texas Capital Bancshares Inc,Banking & Investment Services,3005119635.84,0.21866,0.39,0.77502,10.214498
2047,TXN.OQ,Texas Instruments Inc,Technology Equipment,149735608812.91,0.052133,33.579,0.59923,5.432836
2048,TPL.N,Texas Pacific Land Corp,Energy - Fossil Fuels,11751909847.74,0.018556,,0.0,14.150614
2049,TXRH.OQ,Texas Roadhouse Inc,Cyclical Consumer Services,7798932987.16,0.035103,10.71,0.05209,6.24533
2050,TGH.N,Textainer Group Holdings Ltd,Industrial & Commercial Services,1997370709.92,0.10293,6.19,3.24527,11.749509
2051,TXT.N,Textron Inc,Industrial Goods,15558913176.66,0.050379,5.37,0.50007,6.812514
2052,TFSL.OQ,TFS Financial Corp,Banking & Investment Services,3865388459.58,0.165434,0.46,2.7362,10.391102
2053,TGTX.OQ,TG Therapeutics Inc,Pharmaceuticals & Medical Research,2387736851.21,0.176034,-69.2,1.21418,37.334289
2054,TBPH.OQ,Theravance Biopharma Inc,Pharmaceuticals & Medical Research,489513022.78,0.054871,,0.0,8.432994
2055,TMO.N,Thermo Fisher Scientific Inc,Healthcare Services & Equipment,210310181766.72,0.057316,9.75,0.78421,7.092222
2056,THR.N,Thermon Group Holdings Inc,Industrial Goods,1047295300.8,0.056429,,0.26872,11.355312
2057,THO.N,Thor Industries Inc,Cyclical Consumer Products,6025537081.0,0.193898,,0.34094,11.435259
2058,TWKS.OQ,Thoughtworks Holding Inc,Software & IT Services,1467941651.81,0.27383,9.5,0.51271,17.860324
2059,THRY.OQ,Thryv Holdings Inc,Cyclical Consumer Services,654772616.54,0.388556,,1.22901,10.865694
2060,TDW.N,Tidewater Inc,Energy - Fossil Fuels,3471708756.6,0.128054,,0.1952,13.292275
2061,TLRY.OQ,Tilray Brands Inc,Pharmaceuticals & Medical Research,1412057882.29,0.424785,-20.52,0.17486,22.7573
2062,TKR.N,Timken Co,Industrial Goods,5532640317.48,0.105311,8.179,0.86549,10.269336
2063,TMST.N,TimkenSteel Corp,Mineral Resources,892873143.04,0.069896,,0.02972,10.044535
2064,TWI.N,Titan International Inc,Automobiles & Auto Parts,870170278.68,0.093058,,1.18463,13.752929
2065,TITN.OQ,Titan Machinery Inc,Industrial Goods,603223816.8,0.118768,9.609,0.66753,13.396122
2066,TJX.N,TJX Companies Inc,Retailers,108303487824.48,0.031289,12.89,0.52781,4.277959
2067,TKO.N,TKO Group Holdings Inc,Cyclical Consumer Services,13340957180.8,0.205906,16.96,1.18313,11.2093
2068,TOST.N,Toast Inc,Software & IT Services,9696731787.05,0.048025,-15.73,,19.951075
2069,TOL.N,Toll Brothers Inc,Cyclical Consumer Products,10548425200.0,0.082393,7.34,0.42083,7.903848
2070,TMP.N,Tompkins Financial Corp,Banking & Investment Services,767303964.19,0.44075,1.1,0.56427,11.223485
2071,TR.N,Tootsie Roll Industries Inc,Food & Beverages,2298024267.88,0.047234,,0.01092,7.460641
2072,BLD.N,TopBuild Corp,Industrial & Commercial Services,11628628025.12,0.077115,12.519,0.75981,10.318132
2073,MODG.N,Topgolf Callaway Brands Corp,Cyclical Consumer Products,2548180432.88,0.638173,1.94,0.43372,16.533208
2074,TTC.N,Toro Co,Industrial Goods,9301935595.05,0.112558,,0.68271,7.658954
2075,TOWN.OQ,TowneBank,Banking & Investment Services,2152393148.52,0.210841,1.169,0.18511,9.586048
2076,TPG.OQ,TPG Inc,Banking & Investment Services,13989530513.92,0.09305,33.14,0.38216,11.10431
2077,TRTX.N,TPG RE Finance Trust Inc,Real Estate,502166717.56,1.855542,1.61,3.14717,16.59265
2078,TSCO.OQ,Tractor Supply Co,Retailers,24171092588.28,0.071965,13.39,0.58846,4.932974
2079,TTD.OQ,Trade Desk Inc,Software & IT Services,32830287990.48,0.021115,13.119,0.00236,16.15827
2080,TW.OQ,Tradeweb Markets Inc,Banking & Investment Services,20300203852.17,0.024744,7.349,0.0001,6.599216
2081,TT.N,Trane Technologies PLC,Industrial Goods,56013152103.9,0.063776,9.57,0.79432,4.29441
2082,TDG.N,TransDigm Group Inc,Industrial Goods,57130066034.32,0.121484,7.759,,6.866176
2083,TMDX.OQ,Transmedics Group Inc,Healthcare Services & Equipment,2659155002.1,0.248893,-13.13,0.31325,20.666891
2084,RIG.N,Transocean Ltd,Energy - Fossil Fuels,4506301812.22,0.630333,-3.1,0.71448,17.294385
2085,TRU.N,TransUnion,Industrial & Commercial Services,13268450000.0,0.498922,5.759,1.35977,13.39838
2086,TNL.N,Travel + Leisure Co,Cyclical Consumer Services,2796139018.53,0.318747,5.7,,9.238567
2087,TRV.N,Travelers Companies Inc,Insurance,44665795659.76,0.06749,2.53,0.33822,5.728863
2088,TVTX.OQ,Travere Therapeutics Inc,Pharmaceuticals & Medical Research,716139769.43,1.063989,,8.76397,25.589675
2089,TMCI.OQ,Treace Medical Concepts Inc,Healthcare Services & Equipment,782666676.09,0.278386,-28.559,0.87084,27.634866
2090,THS.N,TreeHouse Foods Inc,Food & Beverages,2297715000.0,0.255427,1.399,0.82667,6.659967
2091,TREX.N,Trex Company Inc,Cyclical Consumer Products,8896133611.52,0.040845,19.92,0.42828,12.478539
2092,TPH.N,Tri Pointe Homes Inc (Delaware),Cyclical Consumer Products,3357034041.45,0.105186,12.72,0.48653,8.099153
2093,TRS.OQ,TriMas Corp,Applied Resources,1007198694.4,0.144847,5.82,0.60557,6.798983
2094,TRMB.OQ,Trimble Inc,Software & IT Services,12751825381.9,0.120777,9.189,0.37529,9.768308
2095,TNET.N,TriNet Group Inc,Industrial & Commercial Services,5803906799.53,0.134037,13.269,0.64,6.845
2096,TRIN.OQ,Trinity Capital Inc,Banking & Investment Services,634756073.85,0.189612,,1.32839,6.898506
2097,TRN.N,Trinity Industries Inc,Industrial Goods,2033687886.12,0.505587,,5.53892,11.32218
2098,TRIP.OQ,Tripadvisor Inc,Cyclical Consumer Services,2707959491.6,0.147552,4.49,1.0453,12.935349
2099,TFIN.OQ,Triumph Financial Inc,Banking & Investment Services,1747111242.11,0.189323,1.76,0.21245,11.897393
2100,TGI.N,Triumph Group Inc,Industrial Goods,1173590219.07,0.816004,3.189,,21.022248
2101,TROX.N,Tronox Holdings PLC,Chemicals,1978737188.1,0.710804,5.059,1.07679,13.054995
2102,TBI.N,TrueBlue Inc,Industrial & Commercial Services,436267841.46,0.213011,,0.15357,11.619816
2103,TFC.N,Truist Financial Corp,Banking & Investment Services,48998965148.98,0.329293,1.21,1.23744,17.360235
2104,TRUP.OQ,Trupanion Inc,Insurance,1175313085.62,0.372594,,0.22751,27.190931
2105,TRMK.OQ,Trustmark Corp,Banking & Investment Services,1631191372.27,0.226408,0.41,1.12941,12.24454
2106,TNP.N,Tsakos Energy Navigation Ltd,Energy - Fossil Fuels,720821881.29,0.244725,,1.10229,14.000171
2107,TTEC.OQ,TTEC Holdings Inc,Software & IT Services,965560193.56,0.578489,,1.72047,15.824759
2108,TTMI.OQ,TTM Technologies Inc,Technology Equipment,1517310190.48,0.175608,5.71,0.61457,9.810287
2109,TPB.N,Turning Point Brands Inc,Food & Beverages,442929899.32,0.209077,9.57,3.65625,7.244236
2110,TWLO.N,Twilio Inc,Software & IT Services,13254147927.02,0.070656,-0.84,0.09665,16.34947
2111,TWST.OQ,Twist Bioscience Corp,Pharmaceuticals & Medical Research,2086978671.96,0.132456,-23.55,,26.642526
2112,TWO.N,Two Harbors Investment Corp,Real Estate,1307193180.48,0.931651,1.68,6.70027,10.344662
2113,TYL.N,Tyler Technologies Inc,Software & IT Services,18071275794.0,0.051049,6.75,0.37624,5.371115
2114,TSN.N,Tyson Foods Inc,Food & Beverages,19553459482.5,0.24159,1.31,0.52424,8.660873
2115,UHAL.N,U-Haul Holding Co,Transportation,12581141092.32,0.195452,,0.91765,8.320339
2116,UHALb.N,U-Haul Holding Co,Transportation,12581141092.32,,,0.91765,8.320339
2117,X.N,United States Steel Corp,Mineral Resources,10576602649.8,0.187988,14.71,0.38922,14.706226
2118,USM.N,United States Cellular Corp,Telecommunications Services,3660950000.0,0.681728,0.28,0.70268,30.015089
2119,UBER.N,Uber Technologies Inc,Software & IT Services,130056640136.0,0.095481,-25.789,1.3203,11.554319
2120,UDMY.OQ,Udemy Inc,Software & IT Services,2083747008.06,0.03728,-9.25,0.0,16.490942
2121,UDR.N,UDR Inc,Real Estate,12693336691.06,0.271621,0.76,1.35373,8.462887
2122,UFPI.OQ,Ufp Industries Inc,Applied Resources,7211668808.46,0.043862,,0.10846,8.928631
2123,UFPT.OQ,UFP Technologies Inc,Healthcare Services & Equipment,1277285754.52,0.063007,,0.23244,11.25649
2124,UGI.N,UGI Corp,Utilities,4965056219.1,0.712269,,1.71818,8.889619
2125,PATH.N,UiPath Inc,Software & IT Services,12549955002.03,0.037291,3.029,0.00224,16.50072
2126,ULTA.OQ,Ulta Beauty Inc,Retailers,23410536115.36,0.027874,24.519,0.0,9.6214
2127,UCTT.OQ,Ultra Clean Holdings Inc,Technology Equipment,1471346166.78,0.274377,9.13,0.57867,13.60513
2128,RARE.OQ,Ultragenyx Pharmaceutical Inc,Pharmaceuticals & Medical Research,3752625795.0,0.27457,-46.119,0.00052,13.265872
2129,UMBF.OQ,UMB Financial Corp,Banking & Investment Services,3860139672.92,0.184067,1.06,0.97615,15.465186
2130,UMH.N,UMH Properties Inc,Real Estate,1049090643.6,0.160403,,2.35387,9.346806
2131,UAA.N,Under Armour Inc,Cyclical Consumer Products,3456633401.68,0.156531,5.72,0.33751,11.521606
2132,UA.N,Under Armour Inc,Cyclical Consumer Products,3456633401.68,0.156531,5.72,0.33751,10.938018
2133,UNF.N,UniFirst Corp,Industrial & Commercial Services,3161084626.69,0.042995,5.269,0.03318,7.748279
2134,UNP.N,Union Pacific Corp,Transportation,144907420536.45,0.066476,10.96,2.73995,5.562669
2135,QURE.OQ,Uniqure NV,Pharmaceuticals & Medical Research,295474940.22,1.332641,-16.75,0.24718,17.428496
2136,UAL.OQ,United Airlines Holdings Inc,Transportation,13048512878.7,0.386608,1.229,4.55525,10.288344
2137,UBSI.OQ,United Bankshares Inc,Banking & Investment Services,4902116434.95,0.084319,1.31,0.94255,12.646189
2138,URI.N,United Rentals Inc,Industrial & Commercial Services,37902031211.0,0.153914,10.38,1.61003,13.470706
2139,UNH.N,UnitedHealth Group Inc,Healthcare Services & Equipment,482357789552.43,0.03312,9.07,0.66232,5.653395
2140,UNIT.OQ,Uniti Group Inc,Real Estate,1362817702.42,1.077464,4.78,,20.615904
2141,U.N,Unity Software Inc,Software & IT Services,13144857970.98,0.485377,-1.91,0.76728,22.907957
2142,UVV.N,Universal Corp,Food & Beverages,1481409797.92,0.089697,,0.58148,6.827166
2143,UHS.N,Universal Health Services Inc,Healthcare Services & Equipment,10825147867.36,0.165584,5.49,0.81208,10.496591
2144,OLED.OQ,Universal Display Corp,Technology Equipment,8411741459.12,0.015414,14.009,,4.981857
2145,UNM.N,Unum Group,Insurance,8847270502.56,0.092611,1.91,0.39265,7.844874
2146,UPBD.OQ,Upbound Group Inc,Retailers,1766754484.08,0.360923,,2.60662,11.824115
2147,UPS.N,United Parcel Service Inc,Transportation,134868339994.59,0.083657,16.12,0.99373,7.685334
2148,UPST.OQ,Upstart Holdings Inc,Banking & Investment Services,2717581278.15,1.079173,1.03,1.4669,32.372295
2149,UPWK.OQ,Upwork Inc,Industrial & Commercial Services,2023948220.39,0.09408,,2.26721,18.266027
2150,UE.N,Urban Edge Properties,Real Estate,2103447578.16,0.424114,,1.73462,7.839747
2151,URBN.OQ,Urban Outfitters Inc,Retailers,3628795693.84,0.039163,4.269,0.00694,8.309191
2152,URGN.OQ,Urogen Pharma Ltd,Pharmaceuticals & Medical Research,450339608.8,0.280272,,,33.151161
2153,USB.N,US Bancorp,Banking & Investment Services,65628072912.9,0.252241,1.06,1.58208,16.294023
2154,USFD.N,US Foods Holding Corp,Food & Drug Retailing,11321463877.5,0.152855,4.25,1.26963,7.064497
2155,USPH.N,US Physical Therapy Inc,Healthcare Services & Equipment,1418523525.3,0.105695,,0.58169,9.080496
2156,SLCA.N,US Silica Holdings Inc,Mineral Resources,827866840.76,0.304194,4.059,1.51717,9.035554
2157,USNA.N,USANA Health Sciences Inc,Food & Beverages,966437799.12,0.02526,,0.0,8.32907
2158,UCBI.OQ,United Community Banks Inc,Banking & Investment Services,3434948298.37,0.24945,1.3,0.39689,14.524383
2159,UNFI.N,United Natural Foods Inc,Food & Drug Retailing,881614259.96,1.139576,1.81,1.13941,18.735253
2160,UTHR.OQ,United Therapeutics Corp,Pharmaceuticals & Medical Research,10293948299.05,0.038493,12.3,0.16678,8.076628
2161,UTZ.N,UTZ Brands Inc,Food & Beverages,2282969276.25,0.1741,2.799,1.34358,9.460733
2162,UWMC.N,UWM Holdings Corp,Banking & Investment Services,10515821529.04,0.91547,3.98,67.34838,8.226638
2163,VVX.N,V2X Inc,Industrial Goods,1244539333.8,0.650603,,1.2784,11.442879
2164,EGY.N,VAALCO Energy Inc,Energy - Fossil Fuels,469008056.22,0.145663,,0.18463,11.54687
2165,MTN.N,Vail Resorts Inc,Cyclical Consumer Services,8220534727.6,0.239588,4.37,2.80875,7.913702
2166,VAL.N,Valaris Ltd,Energy - Fossil Fuels,4869396955.2,0.13047,0.25,0.4205,12.005663
2167,VLO.N,Valero Energy Corp,Energy - Fossil Fuels,44769561873.0,0.103274,19.48,0.49382,9.991342
2168,VLY.OQ,Valley National Bancorp,Banking & Investment Services,5183454446.59,0.211899,1.25,0.28082,16.324717
2169,VMI.N,Valmont Industries Inc,Industrial & Commercial Services,4791261174.15,0.096823,,0.55538,6.645362
2170,VVV.N,Valvoline Inc,Personal & Household Products & Services,4541748854.72,0.163226,6.07,8.84498,6.252564
2171,VNDA.OQ,Vanda Pharmaceuticals Inc,Pharmaceuticals & Medical Research,221498196.15,0.060154,,,10.160676
2172,VREX.OQ,Varex Imaging Corp,Healthcare Services & Equipment,826397993.47,0.111925,,0.78017,9.097035
2173,VRNS.OQ,Varonis Systems Inc,Software & IT Services,5070675319.32,0.070505,2.1,0.49582,10.361146
2174,PCVX.OQ,Vaxcyte Inc,Pharmaceuticals & Medical Research,5777745354.48,0.040763,,0.0,12.371862
2175,VGR.N,Vector Group Ltd,Food & Beverages,1702788578.4,0.102249,17.23,,10.388934
2176,VECO.OQ,Veeco Instruments Inc,Technology Equipment,1597288272.3,0.078935,9.81,0.47534,7.896043
2177,VEEV.N,Veeva Systems Inc,Healthcare Services & Equipment,33602355789.81,0.013906,16.14,,12.039065
2178,VTR.N,Ventas Inc,Real Estate,19760918485.17,0.439259,-0.78,1.18038,6.608815
2179,VTYX.OQ,Ventyx Biosciences Inc,Pharmaceuticals & Medical Research,131677280.84,0.570898,-32.71,0.0,61.265192
2180,VERA.OQ,Vera Therapeutics Inc,Pharmaceuticals & Medical Research,842004307.75,0.12141,-67.95,0.32259,25.093802
2181,VCYT.OQ,Veracyte Inc,Pharmaceuticals & Medical Research,1937012074.92,0.058831,-3.12,0.00037,10.962497
2182,MDRX.OQ,Veradigm Inc,Healthcare Services & Equipment,1016115916.8,0.355038,7.28,0.2486,12.326142
2183,VCEL.OQ,Vericel Corp,Pharmaceuticals & Medical Research,1824986524.32,0.041417,,0.00021,10.256124
2184,VRNT.OQ,Verint Systems Inc,Software & IT Services,1709609673.97,0.086213,,0.48267,15.519478
2185,VRE.N,Veris Residential Inc,Real Estate,1434966944.56,2.042307,-1.3,1.54083,8.141228
2186,VRSN.OQ,Verisign Inc,Software & IT Services,20846778000.0,0.059971,38.63,,5.71759
2187,VRSK.OQ,Verisk Analytics Inc,Software & IT Services,34328467337.66,0.051979,10.779,2.13577,4.694915
2188,VBTX.OQ,Veritex Holdings Inc,Banking & Investment Services,1199439210.24,0.227252,1.409,0.96827,17.363195
2189,VZ.N,Verizon Communications Inc,Telecommunications Services,162110159971.04,0.249734,5.839,1.65276,7.301138
2190,VRRM.OQ,Verra Mobility Corp,Industrial & Commercial Services,3637279131.84,0.102646,8.99,5.24508,5.526924
2191,VTNR.OQ,Vertex Energy Inc,Energy - Fossil Fuels,192639552.76,2.652389,,1.40744,18.425149
2192,VRTX.OQ,Vertex Pharmaceuticals Inc,Pharmaceuticals & Medical Research,111679891945.6,0.027563,24.41,0.0339,6.461298
2193,VRT.N,Vertiv Holdings Co,Industrial Goods,18888983080.0,0.197897,2.87,2.21298,15.52682
2194,VERX.OQ,Vertex Inc,Software & IT Services,3601299549.98,0.046783,,0.21334,12.817285
2195,VERV.OQ,Verve Therapeutics Inc,Pharmaceuticals & Medical Research,1002871594.62,0.233468,-23.27,0.0,18.335118
2196,VFC.N,VF Corp,Cyclical Consumer Products,6303799978.84,0.962888,5.969,2.28357,11.095167
2197,VSAT.OQ,Viasat Inc,Technology Equipment,3051673359.27,1.068426,15.369,0.64311,16.564427
2198,VTRS.OQ,Viatris Inc,Pharmaceuticals & Medical Research,14012157280.0,0.15046,3.96,0.91427,11.264166
2199,VIAV.OQ,Viavi Solutions Inc,Technology Equipment,2246185167.1,0.114781,,1.07339,10.668372
2200,VICI.N,VICI Properties Inc,Real Estate,32173948465.5,0.151916,4.049,0.66218,5.148756
2201,VICR.OQ,Vicor Corp,Industrial Goods,1704223735.2,0.033135,5.019,,21.558992
2202,VSCO.N,Victoria's Secret & Co,Retailers,1839079943.75,0.614528,9.2,3.32898,19.988109
2203,VCTR.OQ,Victory Capital Holdings Inc,Banking & Investment Services,2239021325.97,0.048979,11.47,0.92501,6.483258
2204,VKTX.OQ,Viking Therapeutics Inc,Pharmaceuticals & Medical Research,2144620752.32,0.092272,,,29.489295
2205,VMEO.OQ,Vimeo Inc,Software & IT Services,618513611.85,0.061138,-12.689,0.0,13.242532
2206,VIR.OQ,Vir Biotechnology Inc,Pharmaceuticals & Medical Research,1394985725.45,0.201631,21.699,0.0,18.97869
2207,SPCE.N,Virgin Galactic Holdings Inc,Industrial Goods,843399259.79,0.505132,-45.29,0.86623,22.746561
2208,VRDN.OQ,Viridian Therapeutics Inc,Pharmaceuticals & Medical Research,1164254903.46,0.125294,-40.659,0.01837,18.91544
2209,VIRT.OQ,Virtu Financial Inc,Banking & Investment Services,3037089394.44,0.204076,5.099,5.73827,7.396194
2210,VRTS.OQ,Virtus Investment Partners Inc,Banking & Investment Services,1703991991.24,0.203649,,2.86204,11.728252
2211,V.N,Visa Inc,Software & IT Services,530982229396.68,0.024576,20.769,0.55253,4.139862
2212,VSH.N,Vishay Intertechnology Inc,Technology Equipment,3100104090.27,0.08833,12.259,0.24481,7.80781
2213,VSTO.N,Vista Outdoor Inc,Cyclical Consumer Products,1662012855.36,0.319377,,0.92743,10.505899
2214,VC.OQ,Visteon Corp,Automobiles & Auto Parts,3171589590.12,0.078313,6.49,0.51704,8.921192
2215,VST.N,Vistra Corp,Utilities,14023202657.14,0.225608,-3.93,4.58029,4.935816
2216,COCO.OQ,Vita Coco Company Inc,Food & Beverages,1470056593.4,0.020025,3.95,0.00034,13.7781
2217,VTLE.N,Vital Energy Inc,Energy - Fossil Fuels,1207885421.78,0.433874,13.73,1.00205,16.630697
2218,VITL.OQ,Vital Farms Inc,Food & Drug Retailing,634434510.75,0.038224,0.53,0.05427,13.148293
2219,VTS.N,Vitesse Energy Inc,Energy - Fossil Fuels,600216831.3,0.165566,,0.08436,10.594025
2220,SEAT.OQ,Vivid Seats Inc,Software & IT Services,1264806900.28,0.163983,2.24,,13.726843
2221,VZIO.N,Vizio Holding Corp,Technology Equipment,1475030418.4,0.035423,-0.04,0.0,13.729211
2222,VNT.N,Vontier Corp,Technology Equipment,5358257570.4,0.123093,11.41,4.49315,5.241879
2223,VNO.N,Vornado Realty Trust,Real Estate,5207203244.16,0.893916,0.75,1.80128,21.0589
2224,VOYA.N,Voya Financial Inc,Banking & Investment Services,7376485550.61,0.283833,,1.05614,9.548907
2225,VYGR.OQ,Voyager Therapeutics Inc,Pharmaceuticals & Medical Research,423845721.12,0.108786,,,20.177014
2226,VSEC.OQ,VSE Corp,Industrial Goods,927200376.32,0.183145,3.89,0.63689,10.753621
2227,VMC.N,Vulcan Materials Co,Mineral Resources,29758323752.52,0.056167,4.889,0.58205,8.281258
2228,WRB.N,W R Berkley Corp,Insurance,18775662795.54,0.047812,3.71,0.42043,5.740499
2229,WTI.N,W&T Offshore Inc,Energy - Fossil Fuels,432393869.35,2.49975,,90.83534,13.182662
2230,WNC.N,Wabash National Corp,Industrial Goods,1080747255.35,0.147456,9.72,0.99549,10.981647
2231,WAFD.OQ,WaFd Inc,Banking & Investment Services,1973913063.76,0.115513,1.12,1.7165,11.677743
2232,WBA.OQ,Walgreens Boots Alliance Inc,Food & Drug Retailing,20067478513.29,0.250973,,0.5014,11.014924
2233,WD.N,Walker & Dunlop Inc,Banking & Investment Services,3282132152.2,0.285967,4.6,0.73845,14.444266
2234,WMT.N,Walmart Inc,Food & Drug Retailing,434311140967.96,0.039831,7.04,0.58183,4.743558
2235,DIS.N,Walt Disney Co,Cyclical Consumer Services,165369043462.35,0.126346,3.379,0.47014,7.20236
2236,WRBY.N,Warby Parker Inc,Healthcare Services & Equipment,1618723716.8,0.065797,,,18.859417
2237,WBD.OQ,Warner Bros Discovery Inc,Cyclical Consumer Services,25970724044.7,1.288969,-8.75,1.04612,10.110802
2238,WMG.OQ,Warner Music Group Corp,Cyclical Consumer Services,18343652112.0,0.149762,6.74,12.91205,9.529693
2239,HCC.N,Warrior Met Coal Inc,Mineral Resources,3304762178.19,0.084099,38.149,0.2319,9.852304
2240,WASH.OQ,Washington Trust Bancorp Inc,Banking & Investment Services,508885831.8,0.385064,1.14,2.21016,16.318346
2241,WCN.N,Waste Connections Inc,Industrial & Commercial Services,38404683761.9297,0.037101,5.77,0.97241,3.854378
2242,WM.N,Waste Management Inc,Industrial & Commercial Services,73063462457.8,0.067343,7.679,2.18776,3.658096
2243,WAT.N,Waters Corp,Healthcare Services & Equipment,18208743836.92,0.081384,22.75,3.12174,8.048543
2244,WSO.N,Watsco Inc,Industrial Goods,18340278220.1,0.028759,16.73,0.03772,5.820609
2245,WTS.N,Watts Water Technologies Inc,Industrial Goods,6621591619.05,0.023061,12.67,0.11702,5.999405
2246,W.N,Wayfair Inc,Retailers,6005872035.04,0.478394,-20.07,,27.889275
2247,WDFC.OQ,WD-40 Co,Personal & Household Products & Services,3701996756.46,0.035723,,0.57353,6.368817
2248,WFRD.OQ,Weatherford International PLC,Energy - Fossil Fuels,6795735206.85,0.168115,2.36,4.20187,15.125854
2249,WEAV.N,Weave Communications Inc,Software & IT Services,765603601.22,0.07214,,0.27624,20.566908
2250,WBS.N,Webster Financial Corp,Banking & Investment Services,9093207738.75,0.174741,1.78,0.98885,14.891102
2251,WEC.N,WEC Energy Group Inc,Utilities,26114824821.49,0.08696,3.48,1.52014,3.308326
2252,WMK.N,Weis Markets Inc,Food & Drug Retailing,1667165497.14,0.124805,,0.0,7.865302
